day,lang,count
2017-09-25 00:00:00,ru,308
2017-09-25 00:00:00,en,313
2017-09-25 00:00:00,lv,2709
2017-09-26 00:00:00,bg,1
2017-09-26 00:00:00,ca,1
2017-09-26 00:00:00,eu,1
2017-09-26 00:00:00,fi,1
2017-09-26 00:00:00,ht,1
2017-09-26 00:00:00,hu,1
2017-09-26 00:00:00,no,1
2017-09-26 00:00:00,sl,1
2017-09-26 00:00:00,sr,1
2017-09-26 00:00:00,da,2
2017-09-26 00:00:00,it,2
2017-09-26 00:00:00,nl,2
2017-09-26 00:00:00,tr,2
2017-09-26 00:00:00,fa,3
2017-09-26 00:00:00,in,3
2017-09-26 00:00:00,ja,3
2017-09-26 00:00:00,pt,3
2017-09-26 00:00:00,ro,3
2017-09-26 00:00:00,tl,4
2017-09-26 00:00:00,uk,4
2017-09-26 00:00:00,de,5
2017-09-26 00:00:00,es,5
2017-09-26 00:00:00,et,9
2017-09-26 00:00:00,lt,12
2017-09-26 00:00:00,sv,14
2017-09-26 00:00:00,fr,58
2017-09-26 00:00:00,und,183
2017-09-26 00:00:00,en,309
2017-09-26 00:00:00,ru,360
2017-09-26 00:00:00,lv,2905
2017-09-27 00:00:00,de,1
2017-09-27 00:00:00,it,1
2017-09-27 00:00:00,no,1
2017-09-27 00:00:00,sr,1
2017-09-27 00:00:00,tr,1
2017-09-27 00:00:00,cs,2
2017-09-27 00:00:00,da,2
2017-09-27 00:00:00,es,2
2017-09-27 00:00:00,et,2
2017-09-27 00:00:00,fi,2
2017-09-27 00:00:00,pl,2
2017-09-27 00:00:00,fa,3
2017-09-27 00:00:00,ro,3
2017-09-27 00:00:00,uk,4
2017-09-27 00:00:00,ca,5
2017-09-27 00:00:00,in,5
2017-09-27 00:00:00,nl,6
2017-09-27 00:00:00,bg,7
2017-09-27 00:00:00,sv,11
2017-09-27 00:00:00,lt,19
2017-09-27 00:00:00,fr,29
2017-09-27 00:00:00,und,122
2017-09-27 00:00:00,en,309
2017-09-27 00:00:00,ru,371
2017-09-27 00:00:00,lv,3090
2017-09-28 00:00:00,ca,1
2017-09-28 00:00:00,fi,1
2017-09-28 00:00:00,hi,1
2017-09-28 00:00:00,ht,1
2017-09-28 00:00:00,is,1
2017-09-28 00:00:00,pt,1
2017-09-28 00:00:00,da,2
2017-09-28 00:00:00,de,2
2017-09-28 00:00:00,eu,2
2017-09-28 00:00:00,no,2
2017-09-28 00:00:00,ro,2
2017-09-28 00:00:00,cy,3
2017-09-28 00:00:00,et,3
2017-09-28 00:00:00,it,3
2017-09-28 00:00:00,nl,3
2017-09-28 00:00:00,sl,3
2017-09-28 00:00:00,tl,3
2017-09-28 00:00:00,tr,4
2017-09-28 00:00:00,uk,4
2017-09-28 00:00:00,es,5
2017-09-28 00:00:00,ja,6
2017-09-28 00:00:00,in,7
2017-09-28 00:00:00,pl,9
2017-09-28 00:00:00,fr,16
2017-09-28 00:00:00,lt,25
2017-09-28 00:00:00,sv,34
2017-09-28 00:00:00,und,187
2017-09-28 00:00:00,en,351
2017-09-28 00:00:00,ru,381
2017-09-28 00:00:00,lv,2869
2017-09-29 00:00:00,bg,1
2017-09-29 00:00:00,da,1
2017-09-29 00:00:00,ht,1
2017-09-29 00:00:00,ko,1
2017-09-29 00:00:00,pt,1
2017-09-29 00:00:00,sl,1
2017-09-29 00:00:00,tr,1
2017-09-29 00:00:00,et,2
2017-09-29 00:00:00,fr,2
2017-09-29 00:00:00,ja,2
2017-09-29 00:00:00,de,3
2017-09-29 00:00:00,nl,3
2017-09-29 00:00:00,pl,3
2017-09-29 00:00:00,eu,4
2017-09-29 00:00:00,in,4
2017-09-29 00:00:00,uk,4
2017-09-29 00:00:00,ro,5
2017-09-29 00:00:00,es,6
2017-09-29 00:00:00,it,6
2017-09-29 00:00:00,fa,7
2017-09-29 00:00:00,sv,14
2017-09-29 00:00:00,lt,30
2017-09-29 00:00:00,und,93
2017-09-29 00:00:00,ru,328
2017-09-29 00:00:00,en,686
2017-09-29 00:00:00,lv,2727
2017-09-30 00:00:00,bg,1
2017-09-30 00:00:00,cs,1
2017-09-30 00:00:00,fi,1
2017-09-30 00:00:00,ht,1
2017-09-30 00:00:00,ja,1
2017-09-30 00:00:00,ro,1
2017-09-30 00:00:00,sl,1
2017-09-30 00:00:00,sr,1
2017-09-30 00:00:00,fr,2
2017-09-30 00:00:00,it,2
2017-09-30 00:00:00,pt,2
2017-09-30 00:00:00,tl,2
2017-09-30 00:00:00,tr,2
2017-09-30 00:00:00,es,3
2017-09-30 00:00:00,et,3
2017-09-30 00:00:00,fa,3
2017-09-30 00:00:00,de,4
2017-09-30 00:00:00,uk,4
2017-09-30 00:00:00,in,7
2017-09-30 00:00:00,lt,10
2017-09-30 00:00:00,sv,10
2017-09-30 00:00:00,und,90
2017-09-30 00:00:00,ru,268
2017-09-30 00:00:00,en,376
2017-09-30 00:00:00,lv,1766
2017-10-01 00:00:00,ca,1
2017-10-01 00:00:00,da,1
2017-10-01 00:00:00,ht,1
2017-10-01 00:00:00,is,1
2017-10-01 00:00:00,ja,1
2017-10-01 00:00:00,ro,1
2017-10-01 00:00:00,sl,1
2017-10-01 00:00:00,bg,2
2017-10-01 00:00:00,cs,2
2017-10-01 00:00:00,fa,2
2017-10-01 00:00:00,fi,2
2017-10-01 00:00:00,in,2
2017-10-01 00:00:00,uk,2
2017-10-01 00:00:00,fr,3
2017-10-01 00:00:00,pt,3
2017-10-01 00:00:00,et,4
2017-10-01 00:00:00,pl,4
2017-10-01 00:00:00,tr,4
2017-10-01 00:00:00,de,6
2017-10-01 00:00:00,lt,6
2017-10-01 00:00:00,es,7
2017-10-01 00:00:00,sv,13
2017-10-01 00:00:00,ar,32
2017-10-01 00:00:00,und,82
2017-10-01 00:00:00,en,253
2017-10-01 00:00:00,ru,309
2017-10-01 00:00:00,lv,1690
2017-10-02 00:00:00,da,1
2017-10-02 00:00:00,es,1
2017-10-02 00:00:00,eu,1
2017-10-02 00:00:00,fi,1
2017-10-02 00:00:00,hi,1
2017-10-02 00:00:00,it,1
2017-10-02 00:00:00,ja,1
2017-10-02 00:00:00,pl,1
2017-10-02 00:00:00,ca,2
2017-10-02 00:00:00,cs,2
2017-10-02 00:00:00,nl,2
2017-10-02 00:00:00,no,2
2017-10-02 00:00:00,pt,2
2017-10-02 00:00:00,de,3
2017-10-02 00:00:00,fa,3
2017-10-02 00:00:00,in,3
2017-10-02 00:00:00,tl,3
2017-10-02 00:00:00,bg,4
2017-10-02 00:00:00,tr,4
2017-10-02 00:00:00,et,6
2017-10-02 00:00:00,uk,7
2017-10-02 00:00:00,ar,8
2017-10-02 00:00:00,fr,8
2017-10-02 00:00:00,lt,10
2017-10-02 00:00:00,sv,22
2017-10-02 00:00:00,und,72
2017-10-02 00:00:00,en,335
2017-10-02 00:00:00,ru,337
2017-10-02 00:00:00,lv,2888
2017-10-03 00:00:00,cs,1
2017-10-03 00:00:00,eu,1
2017-10-03 00:00:00,ht,1
2017-10-03 00:00:00,no,1
2017-10-03 00:00:00,pt,1
2017-10-03 00:00:00,sl,1
2017-10-03 00:00:00,sr,1
2017-10-03 00:00:00,tr,1
2017-10-03 00:00:00,uk,1
2017-10-03 00:00:00,ca,2
2017-10-03 00:00:00,da,2
2017-10-03 00:00:00,fa,2
2017-10-03 00:00:00,fr,2
2017-10-03 00:00:00,nl,2
2017-10-03 00:00:00,fi,3
2017-10-03 00:00:00,pl,3
2017-10-03 00:00:00,it,4
2017-10-03 00:00:00,es,5
2017-10-03 00:00:00,in,5
2017-10-03 00:00:00,et,7
2017-10-03 00:00:00,ro,7
2017-10-03 00:00:00,sv,10
2017-10-03 00:00:00,de,22
2017-10-03 00:00:00,lt,23
2017-10-03 00:00:00,und,89
2017-10-03 00:00:00,en,244
2017-10-03 00:00:00,ru,361
2017-10-03 00:00:00,lv,3079
2017-10-04 00:00:00,cy,1
2017-10-04 00:00:00,da,1
2017-10-04 00:00:00,fa,1
2017-10-04 00:00:00,is,1
2017-10-04 00:00:00,it,1
2017-10-04 00:00:00,sl,1
2017-10-04 00:00:00,tr,1
2017-10-04 00:00:00,bg,2
2017-10-04 00:00:00,cs,2
2017-10-04 00:00:00,no,2
2017-10-04 00:00:00,pl,2
2017-10-04 00:00:00,ja,3
2017-10-04 00:00:00,ro,3
2017-10-04 00:00:00,es,4
2017-10-04 00:00:00,in,4
2017-10-04 00:00:00,pt,4
2017-10-04 00:00:00,et,6
2017-10-04 00:00:00,de,8
2017-10-04 00:00:00,fi,9
2017-10-04 00:00:00,lt,11
2017-10-04 00:00:00,fr,16
2017-10-04 00:00:00,sv,38
2017-10-04 00:00:00,ar,63
2017-10-04 00:00:00,und,112
2017-10-04 00:00:00,en,256
2017-10-04 00:00:00,ru,350
2017-10-04 00:00:00,lv,3048
2017-10-05 00:00:00,cs,1
2017-10-05 00:00:00,cy,1
2017-10-05 00:00:00,nl,1
2017-10-05 00:00:00,tl,1
2017-10-05 00:00:00,tr,1
2017-10-05 00:00:00,fa,2
2017-10-05 00:00:00,in,2
2017-10-05 00:00:00,no,2
2017-10-05 00:00:00,ro,2
2017-10-05 00:00:00,ca,3
2017-10-05 00:00:00,da,3
2017-10-05 00:00:00,de,3
2017-10-05 00:00:00,pl,3
2017-10-05 00:00:00,pt,3
2017-10-05 00:00:00,uk,3
2017-10-05 00:00:00,et,4
2017-10-05 00:00:00,iw,4
2017-10-05 00:00:00,es,5
2017-10-05 00:00:00,fr,14
2017-10-05 00:00:00,sv,17
2017-10-05 00:00:00,lt,22
2017-10-05 00:00:00,ja,43
2017-10-05 00:00:00,und,92
2017-10-05 00:00:00,en,277
2017-10-05 00:00:00,ru,391
2017-10-05 00:00:00,lv,2937
2017-10-06 00:00:00,es,1
2017-10-06 00:00:00,eu,1
2017-10-06 00:00:00,hi,1
2017-10-06 00:00:00,hu,1
2017-10-06 00:00:00,is,1
2017-10-06 00:00:00,ro,1
2017-10-06 00:00:00,tl,1
2017-10-06 00:00:00,cs,2
2017-10-06 00:00:00,de,2
2017-10-06 00:00:00,et,2
2017-10-06 00:00:00,in,2
2017-10-06 00:00:00,iw,2
2017-10-06 00:00:00,tr,2
2017-10-06 00:00:00,sl,3
2017-10-06 00:00:00,uk,4
2017-10-06 00:00:00,fi,5
2017-10-06 00:00:00,fr,8
2017-10-06 00:00:00,pl,8
2017-10-06 00:00:00,ja,9
2017-10-06 00:00:00,lt,16
2017-10-06 00:00:00,sv,17
2017-10-06 00:00:00,und,79
2017-10-06 00:00:00,en,226
2017-10-06 00:00:00,ru,358
2017-10-06 00:00:00,lv,2809
2017-10-07 00:00:00,ca,1
2017-10-07 00:00:00,cs,1
2017-10-07 00:00:00,et,1
2017-10-07 00:00:00,eu,1
2017-10-07 00:00:00,hu,1
2017-10-07 00:00:00,no,1
2017-10-07 00:00:00,pt,1
2017-10-07 00:00:00,tl,1
2017-10-07 00:00:00,bg,2
2017-10-07 00:00:00,fi,2
2017-10-07 00:00:00,nl,2
2017-10-07 00:00:00,pl,2
2017-10-07 00:00:00,tr,2
2017-10-07 00:00:00,uk,2
2017-10-07 00:00:00,de,3
2017-10-07 00:00:00,es,3
2017-10-07 00:00:00,it,3
2017-10-07 00:00:00,ro,3
2017-10-07 00:00:00,sl,3
2017-10-07 00:00:00,in,4
2017-10-07 00:00:00,lt,6
2017-10-07 00:00:00,fr,12
2017-10-07 00:00:00,iw,13
2017-10-07 00:00:00,sv,15
2017-10-07 00:00:00,ar,33
2017-10-07 00:00:00,und,83
2017-10-07 00:00:00,en,210
2017-10-07 00:00:00,ru,267
2017-10-07 00:00:00,lv,1734
2017-10-08 00:00:00,de,1
2017-10-08 00:00:00,ht,1
2017-10-08 00:00:00,hu,1
2017-10-08 00:00:00,is,1
2017-10-08 00:00:00,pl,1
2017-10-08 00:00:00,tl,1
2017-10-08 00:00:00,tr,1
2017-10-08 00:00:00,ca,2
2017-10-08 00:00:00,da,2
2017-10-08 00:00:00,fi,2
2017-10-08 00:00:00,fr,2
2017-10-08 00:00:00,uk,2
2017-10-08 00:00:00,pt,3
2017-10-08 00:00:00,ro,3
2017-10-08 00:00:00,eu,4
2017-10-08 00:00:00,es,7
2017-10-08 00:00:00,in,7
2017-10-08 00:00:00,lt,7
2017-10-08 00:00:00,sv,19
2017-10-08 00:00:00,und,65
2017-10-08 00:00:00,ru,202
2017-10-08 00:00:00,en,205
2017-10-08 00:00:00,lv,1579
2017-10-09 00:00:00,da,1
2017-10-09 00:00:00,fi,1
2017-10-09 00:00:00,ht,1
2017-10-09 00:00:00,pl,1
2017-10-09 00:00:00,bg,2
2017-10-09 00:00:00,ro,2
2017-10-09 00:00:00,ca,3
2017-10-09 00:00:00,es,3
2017-10-09 00:00:00,et,3
2017-10-09 00:00:00,is,3
2017-10-09 00:00:00,no,3
2017-10-09 00:00:00,pt,3
2017-10-09 00:00:00,tr,3
2017-10-09 00:00:00,fr,4
2017-10-09 00:00:00,in,4
2017-10-09 00:00:00,it,4
2017-10-09 00:00:00,tl,4
2017-10-09 00:00:00,de,5
2017-10-09 00:00:00,sv,12
2017-10-09 00:00:00,lt,13
2017-10-09 00:00:00,uk,14
2017-10-09 00:00:00,und,87
2017-10-09 00:00:00,en,324
2017-10-09 00:00:00,ru,333
2017-10-09 00:00:00,lv,2832
2017-10-10 00:00:00,ja,1
2017-10-10 00:00:00,nl,1
2017-10-10 00:00:00,da,2
2017-10-10 00:00:00,ht,2
2017-10-10 00:00:00,no,2
2017-10-10 00:00:00,pl,2
2017-10-10 00:00:00,pt,2
2017-10-10 00:00:00,tr,2
2017-10-10 00:00:00,bg,4
2017-10-10 00:00:00,de,5
2017-10-10 00:00:00,it,5
2017-10-10 00:00:00,cs,6
2017-10-10 00:00:00,in,6
2017-10-10 00:00:00,es,8
2017-10-10 00:00:00,fr,8
2017-10-10 00:00:00,et,9
2017-10-10 00:00:00,ro,9
2017-10-10 00:00:00,ca,11
2017-10-10 00:00:00,sv,17
2017-10-10 00:00:00,lt,19
2017-10-10 00:00:00,und,91
2017-10-10 00:00:00,en,338
2017-10-10 00:00:00,ru,381
2017-10-10 00:00:00,lv,3190
2017-10-11 00:00:00,da,1
2017-10-11 00:00:00,eu,1
2017-10-11 00:00:00,ht,1
2017-10-11 00:00:00,is,1
2017-10-11 00:00:00,it,1
2017-10-11 00:00:00,pl,1
2017-10-11 00:00:00,sl,1
2017-10-11 00:00:00,ca,2
2017-10-11 00:00:00,cs,2
2017-10-11 00:00:00,nl,2
2017-10-11 00:00:00,fi,3
2017-10-11 00:00:00,fr,3
2017-10-11 00:00:00,ja,3
2017-10-11 00:00:00,no,3
2017-10-11 00:00:00,pt,3
2017-10-11 00:00:00,tr,3
2017-10-11 00:00:00,de,4
2017-10-11 00:00:00,uk,4
2017-10-11 00:00:00,bg,5
2017-10-11 00:00:00,et,5
2017-10-11 00:00:00,es,8
2017-10-11 00:00:00,ro,10
2017-10-11 00:00:00,sv,15
2017-10-11 00:00:00,lt,16
2017-10-11 00:00:00,und,108
2017-10-11 00:00:00,ru,336
2017-10-11 00:00:00,en,374
2017-10-11 00:00:00,lv,3080
2017-10-12 00:00:00,bg,1
2017-10-12 00:00:00,ca,1
2017-10-12 00:00:00,da,1
2017-10-12 00:00:00,et,1
2017-10-12 00:00:00,ht,1
2017-10-12 00:00:00,is,1
2017-10-12 00:00:00,ja,1
2017-10-12 00:00:00,tr,1
2017-10-12 00:00:00,uk,1
2017-10-12 00:00:00,de,2
2017-10-12 00:00:00,it,3
2017-10-12 00:00:00,nl,3
2017-10-12 00:00:00,no,4
2017-10-12 00:00:00,ro,5
2017-10-12 00:00:00,es,10
2017-10-12 00:00:00,fr,13
2017-10-12 00:00:00,lt,18
2017-10-12 00:00:00,sv,27
2017-10-12 00:00:00,und,91
2017-10-12 00:00:00,ru,377
2017-10-12 00:00:00,en,464
2017-10-12 00:00:00,lv,2819
2017-10-13 00:00:00,eu,1
2017-10-13 00:00:00,pl,1
2017-10-13 00:00:00,pt,1
2017-10-13 00:00:00,tr,1
2017-10-13 00:00:00,bg,2
2017-10-13 00:00:00,ca,2
2017-10-13 00:00:00,cs,2
2017-10-13 00:00:00,cy,2
2017-10-13 00:00:00,da,2
2017-10-13 00:00:00,es,2
2017-10-13 00:00:00,fi,2
2017-10-13 00:00:00,is,2
2017-10-13 00:00:00,sl,2
2017-10-13 00:00:00,tl,2
2017-10-13 00:00:00,nl,3
2017-10-13 00:00:00,in,4
2017-10-13 00:00:00,ro,4
2017-10-13 00:00:00,uk,5
2017-10-13 00:00:00,et,6
2017-10-13 00:00:00,fr,6
2017-10-13 00:00:00,de,7
2017-10-13 00:00:00,lt,17
2017-10-13 00:00:00,sv,21
2017-10-13 00:00:00,und,100
2017-10-13 00:00:00,ru,336
2017-10-13 00:00:00,en,353
2017-10-13 00:00:00,lv,2725
2017-10-14 00:00:00,bg,1
2017-10-14 00:00:00,cs,1
2017-10-14 00:00:00,es,1
2017-10-14 00:00:00,fi,1
2017-10-14 00:00:00,nl,1
2017-10-14 00:00:00,no,1
2017-10-14 00:00:00,pt,1
2017-10-14 00:00:00,tl,1
2017-10-14 00:00:00,tr,1
2017-10-14 00:00:00,ro,2
2017-10-14 00:00:00,sl,2
2017-10-14 00:00:00,uk,2
2017-10-14 00:00:00,de,4
2017-10-14 00:00:00,fa,4
2017-10-14 00:00:00,et,5
2017-10-14 00:00:00,hi,5
2017-10-14 00:00:00,in,6
2017-10-14 00:00:00,lt,7
2017-10-14 00:00:00,fr,13
2017-10-14 00:00:00,sv,18
2017-10-14 00:00:00,und,75
2017-10-14 00:00:00,en,207
2017-10-14 00:00:00,ru,247
2017-10-14 00:00:00,lv,1478
2017-10-15 00:00:00,bg,1
2017-10-15 00:00:00,ca,1
2017-10-15 00:00:00,cy,1
2017-10-15 00:00:00,da,1
2017-10-15 00:00:00,ht,1
2017-10-15 00:00:00,hu,1
2017-10-15 00:00:00,ja,1
2017-10-15 00:00:00,sl,1
2017-10-15 00:00:00,hi,2
2017-10-15 00:00:00,in,2
2017-10-15 00:00:00,pt,2
2017-10-15 00:00:00,uk,2
2017-10-15 00:00:00,de,3
2017-10-15 00:00:00,et,3
2017-10-15 00:00:00,fr,3
2017-10-15 00:00:00,tl,3
2017-10-15 00:00:00,tr,3
2017-10-15 00:00:00,ro,4
2017-10-15 00:00:00,fa,5
2017-10-15 00:00:00,lt,5
2017-10-15 00:00:00,es,8
2017-10-15 00:00:00,sv,15
2017-10-15 00:00:00,und,67
2017-10-15 00:00:00,en,208
2017-10-15 00:00:00,ru,253
2017-10-15 00:00:00,lv,1436
2017-10-16 00:00:00,cs,1
2017-10-16 00:00:00,ht,1
2017-10-16 00:00:00,is,1
2017-10-16 00:00:00,sl,1
2017-10-16 00:00:00,sr,1
2017-10-16 00:00:00,tr,1
2017-10-16 00:00:00,fi,2
2017-10-16 00:00:00,pl,2
2017-10-16 00:00:00,tl,2
2017-10-16 00:00:00,da,3
2017-10-16 00:00:00,it,3
2017-10-16 00:00:00,nl,3
2017-10-16 00:00:00,ro,3
2017-10-16 00:00:00,no,4
2017-10-16 00:00:00,es,5
2017-10-16 00:00:00,et,5
2017-10-16 00:00:00,uk,5
2017-10-16 00:00:00,de,6
2017-10-16 00:00:00,fr,6
2017-10-16 00:00:00,in,7
2017-10-16 00:00:00,lt,15
2017-10-16 00:00:00,sv,24
2017-10-16 00:00:00,und,106
2017-10-16 00:00:00,ru,287
2017-10-16 00:00:00,en,326
2017-10-16 00:00:00,lv,2795
2017-10-17 00:00:00,el,1
2017-10-17 00:00:00,hu,1
2017-10-17 00:00:00,ro,1
2017-10-17 00:00:00,sl,1
2017-10-17 00:00:00,sr,1
2017-10-17 00:00:00,tl,1
2017-10-17 00:00:00,tr,1
2017-10-17 00:00:00,bg,2
2017-10-17 00:00:00,is,2
2017-10-17 00:00:00,nl,2
2017-10-17 00:00:00,uk,2
2017-10-17 00:00:00,no,3
2017-10-17 00:00:00,de,4
2017-10-17 00:00:00,et,4
2017-10-17 00:00:00,in,4
2017-10-17 00:00:00,es,5
2017-10-17 00:00:00,pt,6
2017-10-17 00:00:00,fr,8
2017-10-17 00:00:00,lt,14
2017-10-17 00:00:00,sv,32
2017-10-17 00:00:00,und,134
2017-10-17 00:00:00,en,352
2017-10-17 00:00:00,ru,371
2017-10-17 00:00:00,lv,3000
2017-10-18 00:00:00,cs,1
2017-10-18 00:00:00,it,1
2017-10-18 00:00:00,no,1
2017-10-18 00:00:00,sr,1
2017-10-18 00:00:00,tl,1
2017-10-18 00:00:00,ht,2
2017-10-18 00:00:00,pt,2
2017-10-18 00:00:00,sl,2
2017-10-18 00:00:00,ca,3
2017-10-18 00:00:00,pl,3
2017-10-18 00:00:00,da,4
2017-10-18 00:00:00,et,4
2017-10-18 00:00:00,fi,4
2017-10-18 00:00:00,in,6
2017-10-18 00:00:00,bg,7
2017-10-18 00:00:00,de,8
2017-10-18 00:00:00,es,8
2017-10-18 00:00:00,fr,18
2017-10-18 00:00:00,lt,20
2017-10-18 00:00:00,uk,20
2017-10-18 00:00:00,sv,39
2017-10-18 00:00:00,und,106
2017-10-18 00:00:00,ru,300
2017-10-18 00:00:00,en,375
2017-10-18 00:00:00,lv,3047
2017-10-19 00:00:00,ar,1
2017-10-19 00:00:00,eu,1
2017-10-19 00:00:00,fa,1
2017-10-19 00:00:00,hu,1
2017-10-19 00:00:00,ja,1
2017-10-19 00:00:00,nl,1
2017-10-19 00:00:00,sl,1
2017-10-19 00:00:00,tl,1
2017-10-19 00:00:00,ca,2
2017-10-19 00:00:00,da,2
2017-10-19 00:00:00,no,2
2017-10-19 00:00:00,bg,3
2017-10-19 00:00:00,cs,3
2017-10-19 00:00:00,de,3
2017-10-19 00:00:00,fi,3
2017-10-19 00:00:00,ro,3
2017-10-19 00:00:00,et,4
2017-10-19 00:00:00,in,5
2017-10-19 00:00:00,pt,5
2017-10-19 00:00:00,lt,7
2017-10-19 00:00:00,pl,7
2017-10-19 00:00:00,fr,9
2017-10-19 00:00:00,es,10
2017-10-19 00:00:00,sv,16
2017-10-19 00:00:00,uk,23
2017-10-19 00:00:00,und,140
2017-10-19 00:00:00,en,344
2017-10-19 00:00:00,ru,367
2017-10-19 00:00:00,lv,2909
2017-10-20 00:00:00,bg,1
2017-10-20 00:00:00,cs,1
2017-10-20 00:00:00,fa,1
2017-10-20 00:00:00,fi,1
2017-10-20 00:00:00,ht,1
2017-10-20 00:00:00,is,1
2017-10-20 00:00:00,nl,1
2017-10-20 00:00:00,pl,1
2017-10-20 00:00:00,tl,1
2017-10-20 00:00:00,tr,1
2017-10-20 00:00:00,no,2
2017-10-20 00:00:00,sr,2
2017-10-20 00:00:00,uk,2
2017-10-20 00:00:00,et,3
2017-10-20 00:00:00,fr,3
2017-10-20 00:00:00,pt,3
2017-10-20 00:00:00,ro,3
2017-10-20 00:00:00,ar,4
2017-10-20 00:00:00,ca,5
2017-10-20 00:00:00,da,5
2017-10-20 00:00:00,de,6
2017-10-20 00:00:00,in,6
2017-10-20 00:00:00,sl,8
2017-10-20 00:00:00,es,11
2017-10-20 00:00:00,lt,20
2017-10-20 00:00:00,sv,23
2017-10-20 00:00:00,und,84
2017-10-20 00:00:00,ru,282
2017-10-20 00:00:00,en,291
2017-10-20 00:00:00,lv,2607
2017-10-21 00:00:00,cs,1
2017-10-21 00:00:00,da,1
2017-10-21 00:00:00,eu,1
2017-10-21 00:00:00,hi,1
2017-10-21 00:00:00,is,1
2017-10-21 00:00:00,it,1
2017-10-21 00:00:00,tr,1
2017-10-21 00:00:00,ca,2
2017-10-21 00:00:00,de,2
2017-10-21 00:00:00,no,2
2017-10-21 00:00:00,pt,2
2017-10-21 00:00:00,ro,2
2017-10-21 00:00:00,et,3
2017-10-21 00:00:00,fa,3
2017-10-21 00:00:00,fr,3
2017-10-21 00:00:00,nl,3
2017-10-21 00:00:00,pl,3
2017-10-21 00:00:00,tl,3
2017-10-21 00:00:00,fi,4
2017-10-21 00:00:00,in,4
2017-10-21 00:00:00,uk,4
2017-10-21 00:00:00,es,6
2017-10-21 00:00:00,lt,9
2017-10-21 00:00:00,sv,21
2017-10-21 00:00:00,und,76
2017-10-21 00:00:00,en,178
2017-10-21 00:00:00,ru,233
2017-10-21 00:00:00,lv,1508
2017-10-22 00:00:00,cs,1
2017-10-22 00:00:00,es,1
2017-10-22 00:00:00,eu,1
2017-10-22 00:00:00,fa,1
2017-10-22 00:00:00,fi,1
2017-10-22 00:00:00,hi,1
2017-10-22 00:00:00,ja,1
2017-10-22 00:00:00,uk,1
2017-10-22 00:00:00,bg,2
2017-10-22 00:00:00,hy,2
2017-10-22 00:00:00,in,2
2017-10-22 00:00:00,pt,2
2017-10-22 00:00:00,sl,2
2017-10-22 00:00:00,ca,3
2017-10-22 00:00:00,fr,4
2017-10-22 00:00:00,et,5
2017-10-22 00:00:00,de,8
2017-10-22 00:00:00,lt,8
2017-10-22 00:00:00,sv,22
2017-10-22 00:00:00,und,94
2017-10-22 00:00:00,en,165
2017-10-22 00:00:00,ru,224
2017-10-22 00:00:00,lv,1471
2017-10-23 00:00:00,ca,1
2017-10-23 00:00:00,da,1
2017-10-23 00:00:00,ko,1
2017-10-23 00:00:00,tr,1
2017-10-23 00:00:00,uk,1
2017-10-23 00:00:00,cs,2
2017-10-23 00:00:00,ro,2
2017-10-23 00:00:00,bg,3
2017-10-23 00:00:00,fr,3
2017-10-23 00:00:00,nl,3
2017-10-23 00:00:00,pt,3
2017-10-23 00:00:00,tl,3
2017-10-23 00:00:00,fi,4
2017-10-23 00:00:00,sl,4
2017-10-23 00:00:00,es,5
2017-10-23 00:00:00,et,5
2017-10-23 00:00:00,in,5
2017-10-23 00:00:00,de,6
2017-10-23 00:00:00,lt,10
2017-10-23 00:00:00,sv,11
2017-10-23 00:00:00,und,101
2017-10-23 00:00:00,en,256
2017-10-23 00:00:00,ru,322
2017-10-23 00:00:00,lv,2757
2017-10-24 00:00:00,da,1
2017-10-24 00:00:00,hi,1
2017-10-24 00:00:00,it,1
2017-10-24 00:00:00,ko,1
2017-10-24 00:00:00,no,1
2017-10-24 00:00:00,sl,1
2017-10-24 00:00:00,tl,1
2017-10-24 00:00:00,tr,1
2017-10-24 00:00:00,bg,2
2017-10-24 00:00:00,ca,2
2017-10-24 00:00:00,es,2
2017-10-24 00:00:00,et,2
2017-10-24 00:00:00,fi,2
2017-10-24 00:00:00,pt,2
2017-10-24 00:00:00,uk,2
2017-10-24 00:00:00,in,3
2017-10-24 00:00:00,cs,4
2017-10-24 00:00:00,fa,4
2017-10-24 00:00:00,pl,5
2017-10-24 00:00:00,ro,5
2017-10-24 00:00:00,lt,7
2017-10-24 00:00:00,de,12
2017-10-24 00:00:00,fr,12
2017-10-24 00:00:00,sv,24
2017-10-24 00:00:00,und,80
2017-10-24 00:00:00,en,252
2017-10-24 00:00:00,ru,275
2017-10-24 00:00:00,lv,2785
2017-10-25 00:00:00,cs,1
2017-10-25 00:00:00,eu,1
2017-10-25 00:00:00,fa,1
2017-10-25 00:00:00,hu,1
2017-10-25 00:00:00,in,1
2017-10-25 00:00:00,ka,1
2017-10-25 00:00:00,ko,1
2017-10-25 00:00:00,pt,1
2017-10-25 00:00:00,tl,1
2017-10-25 00:00:00,da,2
2017-10-25 00:00:00,pl,2
2017-10-25 00:00:00,ro,2
2017-10-25 00:00:00,sl,2
2017-10-25 00:00:00,uk,2
2017-10-25 00:00:00,it,3
2017-10-25 00:00:00,nl,3
2017-10-25 00:00:00,et,5
2017-10-25 00:00:00,es,7
2017-10-25 00:00:00,bg,8
2017-10-25 00:00:00,no,8
2017-10-25 00:00:00,lt,12
2017-10-25 00:00:00,de,14
2017-10-25 00:00:00,sv,14
