day,topic_id,tweets_total,tweets_lv_ru_en,tweets_lv,tweets_ru,tweets_en,users_lv,users_ru,users_en
2017-09-04 00:00:00,LV005,62,52,0.98,0.02,0.00,0.94,0.04,0.02
2017-09-05 00:00:00,LV005,14,13,0.92,0.08,0.00,0.92,0.07,0.01
2017-09-06 00:00:00,LV005,84,75,0.95,0.03,0.03,0.92,0.04,0.04
2017-09-07 00:00:00,LV005,45,44,0.91,0.02,0.07,0.92,0.03,0.05
2017-09-08 00:00:00,LV005,80,69,1.00,0.00,0.00,0.96,0.01,0.03
2017-09-09 00:00:00,LV005,29,27,1.00,0.00,0.00,0.98,0.00,0.02
2017-09-10 00:00:00,LV005,13,13,1.00,0.00,0.00,0.98,0.00,0.02
2017-09-11 00:00:00,LV005,25,24,1.00,0.00,0.00,0.97,0.00,0.03
2017-09-12 00:00:00,LV005,103,97,1.00,0.00,0.00,0.97,0.01,0.02
2017-09-13 00:00:00,LV005,71,68,1.00,0.00,0.00,0.98,0.00,0.01
2017-09-14 00:00:00,LV005,90,85,0.92,0.00,0.08,0.94,0.02,0.03
2017-09-15 00:00:00,LV005,21,21,0.95,0.00,0.05,0.94,0.00,0.06
2017-09-16 00:00:00,LV005,130,121,1.00,0.00,0.00,0.98,0.01,0.01
2017-09-17 00:00:00,LV005,11,10,0.90,0.00,0.10,0.95,0.05,0.01
2017-09-18 00:00:00,LV005,95,90,0.99,0.00,0.01,0.94,0.03,0.03
2017-09-19 00:00:00,LV005,39,38,1.00,0.00,0.00,0.97,0.00,0.03
2017-09-20 00:00:00,LV005,132,127,0.98,0.02,0.00,0.97,0.02,0.01
2017-09-21 00:00:00,LV005,53,50,0.96,0.00,0.04,0.96,0.00,0.04
2017-09-22 00:00:00,LV005,37,37,0.92,0.03,0.05,0.91,0.03,0.06
2017-09-23 00:00:00,LV005,66,65,1.00,0.00,0.00,0.98,0.01,0.01
2017-09-24 00:00:00,LV005,32,32,1.00,0.00,0.00,0.98,0.00,0.02
2017-09-25 00:00:00,LV005,81,76,0.79,0.05,0.16,0.83,0.06,0.11
2017-09-26 00:00:00,LV005,59,57,0.98,0.00,0.02,0.97,0.00,0.03
2017-09-27 00:00:00,LV005,128,111,0.99,0.00,0.01,0.98,0.00,0.02
2017-09-28 00:00:00,LV005,85,84,0.94,0.05,0.01,0.91,0.06,0.03
2017-09-29 00:00:00,LV005,21,21,0.95,0.05,0.00,0.88,0.07,0.05
2017-09-30 00:00:00,LV005,54,53,1.00,0.00,0.00,0.99,0.00,0.01
2017-10-01 00:00:00,LV005,21,21,1.00,0.00,0.00,0.93,0.05,0.02
2017-10-02 00:00:00,LV005,54,50,0.94,0.02,0.04,0.90,0.06,0.04
2017-10-03 00:00:00,LV005,150,133,0.98,0.02,0.00,0.95,0.03,0.02
2017-10-04 00:00:00,LV005,72,65,0.97,0.02,0.02,0.96,0.01,0.03
2017-10-05 00:00:00,LV005,84,82,0.99,0.01,0.00,0.94,0.03,0.03
2017-10-06 00:00:00,LV005,33,33,0.91,0.06,0.03,0.89,0.06,0.05
2017-10-07 00:00:00,LV005,158,147,0.98,0.01,0.01,0.94,0.03,0.03
2017-10-08 00:00:00,LV005,41,40,0.87,0.07,0.05,0.91,0.07,0.02
2017-10-09 00:00:00,LV005,15,14,0.93,0.00,0.07,0.96,0.00,0.04
2017-10-10 00:00:00,LV005,25,25,1.00,0.00,0.00,0.99,0.00,0.00
2017-10-11 00:00:00,LV005,121,116,0.99,0.01,0.00,0.97,0.02,0.01
2017-10-12 00:00:00,LV005,27,27,0.96,0.04,0.00,0.94,0.04,0.02
2017-10-13 00:00:00,LV005,89,84,0.99,0.01,0.00,0.98,0.00,0.01
2017-10-14 00:00:00,LV005,82,79,1.00,0.00,0.00,0.99,0.00,0.01
2017-10-15 00:00:00,LV005,59,51,1.00,0.00,0.00,0.97,0.01,0.03
2017-10-16 00:00:00,LV005,42,36,0.97,0.00,0.03,0.99,0.00,0.01
2017-10-17 00:00:00,LV005,100,90,0.96,0.02,0.02,0.93,0.03,0.04
2017-10-18 00:00:00,LV005,38,36,0.89,0.00,0.11,0.94,0.00,0.05
2017-10-19 00:00:00,LV005,20,18,1.00,0.00,0.00,0.93,0.05,0.02
2017-10-20 00:00:00,LV005,55,53,1.00,0.00,0.00,0.96,0.01,0.02
2017-10-21 00:00:00,LV005,90,85,1.00,0.00,0.00,0.99,0.00,0.01
2017-10-22 00:00:00,LV005,24,24,1.00,0.00,0.00,0.98,0.00,0.02
2017-10-23 00:00:00,LV005,102,92,0.93,0.01,0.05,0.96,0.01,0.02
2017-10-24 00:00:00,LV005,49,49,1.00,0.00,0.00,0.98,0.00,0.02
2017-10-25 00:00:00,LV005,61,57,1.00,0.00,0.00,0.99,0.00,0.01
2017-10-26 00:00:00,LV005,80,73,1.00,0.00,0.00,0.98,0.01,0.01
2017-10-27 00:00:00,LV005,57,57,1.00,0.00,0.00,0.98,0.00,0.02
2017-10-28 00:00:00,LV005,83,80,0.99,0.00,0.01,0.99,0.00,0.01
2017-10-29 00:00:00,LV005,73,58,0.91,0.00,0.09,0.95,0.00,0.05
2017-10-30 00:00:00,LV005,71,70,0.99,0.00,0.01,0.97,0.01,0.02
2017-10-31 00:00:00,LV005,162,159,0.99,0.01,0.00,0.98,0.01,0.01
2017-11-01 00:00:00,LV005,90,78,0.99,0.00,0.01,0.99,0.00,0.01
2017-11-02 00:00:00,LV005,110,100,0.96,0.02,0.02,0.97,0.01,0.02
2017-11-03 00:00:00,LV005,72,72,0.96,0.01,0.03,0.96,0.03,0.01
2017-11-04 00:00:00,LV005,105,100,0.98,0.01,0.01,0.96,0.02,0.02
2017-11-05 00:00:00,LV005,12,12,1.00,0.00,0.00,0.92,0.00,0.08
2017-11-06 00:00:00,LV005,71,70,0.96,0.01,0.03,0.96,0.02,0.02
2017-11-07 00:00:00,LV005,66,65,0.98,0.02,0.00,0.97,0.02,0.01
2017-11-08 00:00:00,LV005,41,41,1.00,0.00,0.00,0.99,0.00,0.01
2017-11-09 00:00:00,LV005,145,139,0.96,0.00,0.04,0.96,0.00,0.03
2017-11-10 00:00:00,LV005,107,99,0.99,0.01,0.00,0.95,0.02,0.03
2017-11-11 00:00:00,LV005,98,92,0.98,0.01,0.01,0.95,0.01,0.04
2017-11-12 00:00:00,LV005,73,71,1.00,0.00,0.00,0.97,0.00,0.02
2017-11-13 00:00:00,LV005,45,45,0.98,0.00,0.02,0.98,0.01,0.01
2017-11-14 00:00:00,LV005,144,130,0.98,0.00,0.02,0.96,0.01,0.03
2017-11-15 00:00:00,LV005,81,79,0.91,0.03,0.06,0.93,0.03,0.04
2017-11-16 00:00:00,LV005,107,99,0.96,0.03,0.01,0.94,0.04,0.03
2017-11-17 00:00:00,LV005,57,56,0.89,0.05,0.05,0.95,0.04,0.02
2017-11-18 00:00:00,LV005,47,46,0.98,0.02,0.00,0.95,0.02,0.02
2017-11-19 00:00:00,LV005,166,148,0.98,0.01,0.01,0.95,0.03,0.02
2017-11-20 00:00:00,LV005,21,21,1.00,0.00,0.00,0.99,0.00,0.01
2017-11-21 00:00:00,LV005,43,37,0.95,0.00,0.05,0.95,0.01,0.04
2017-11-22 00:00:00,LV005,81,80,1.00,0.00,0.00,0.98,0.00,0.02
2017-11-23 00:00:00,LV005,65,64,1.00,0.00,0.00,0.95,0.03,0.02
2017-11-24 00:00:00,LV005,148,138,0.97,0.00,0.03,0.96,0.02,0.03
2017-11-25 00:00:00,LV005,50,48,1.00,0.00,0.00,0.99,0.00,0.01
2017-11-26 00:00:00,LV005,50,47,0.98,0.02,0.00,0.95,0.03,0.01
2017-11-27 00:00:00,LV005,52,52,0.92,0.00,0.08,0.94,0.02,0.04
2017-11-28 00:00:00,LV005,139,133,0.99,0.01,0.00,0.98,0.01,0.01
2017-11-29 00:00:00,LV005,63,60,1.00,0.00,0.00,0.99,0.00,0.01
2017-11-30 00:00:00,LV005,121,114,0.96,0.02,0.02,0.97,0.02,0.01
2017-12-01 00:00:00,LV005,58,58,1.00,0.00,0.00,0.99,0.00,0.00
2017-12-02 00:00:00,LV005,78,74,0.99,0.00,0.01,0.99,0.00,0.01
2017-12-03 00:00:00,LV005,159,145,0.92,0.02,0.06,0.92,0.04,0.04
2017-12-04 00:00:00,LV005,33,33,1.00,0.00,0.00,0.99,0.00,0.01
2017-12-05 00:00:00,LV005,100,93,0.99,0.01,0.00,0.95,0.01,0.04
2017-12-06 00:00:00,LV005,79,70,1.00,0.00,0.00,0.97,0.00,0.03
2017-12-07 00:00:00,LV005,19,19,1.00,0.00,0.00,0.99,0.00,0.01
2017-12-08 00:00:00,LV005,57,56,1.00,0.00,0.00,0.95,0.03,0.03
2017-12-09 00:00:00,LV005,126,115,0.94,0.02,0.04,0.94,0.03,0.03
2017-12-10 00:00:00,LV005,57,49,0.94,0.00,0.06,0.96,0.00,0.04
2017-12-11 00:00:00,LV005,177,162,0.98,0.01,0.02,0.95,0.02,0.03
2017-12-12 00:00:00,LV005,77,75,0.99,0.00,0.01,0.96,0.02,0.02
2017-12-13 00:00:00,LV005,69,68,1.00,0.00,0.00,0.96,0.01,0.04
2017-12-14 00:00:00,LV005,40,40,0.97,0.00,0.02,0.95,0.01,0.04
2017-12-15 00:00:00,LV005,35,35,0.94,0.06,0.00,0.97,0.00,0.02
2017-12-16 00:00:00,LV005,59,56,1.00,0.00,0.00,0.97,0.00,0.03
2017-12-17 00:00:00,LV005,39,39,1.00,0.00,0.00,0.90,0.01,0.09
2017-12-18 00:00:00,LV005,126,123,0.94,0.00,0.06,0.97,0.00,0.03
2017-12-19 00:00:00,LV005,46,45,0.96,0.00,0.04,0.97,0.00,0.02
2017-12-20 00:00:00,LV005,122,112,0.96,0.04,0.00,0.95,0.02,0.02
2017-12-21 00:00:00,LV005,51,48,1.00,0.00,0.00,0.98,0.00,0.02
2017-12-22 00:00:00,LV005,22,22,0.95,0.00,0.05,0.97,0.00,0.03
2017-12-23 00:00:00,LV005,15,14,0.79,0.21,0.00,0.78,0.21,0.00
2017-12-24 00:00:00,LV005,13,13,1.00,0.00,0.00,0.99,0.00,0.01
2017-12-25 00:00:00,LV005,19,19,1.00,0.00,0.00,0.96,0.03,0.02
2017-12-26 00:00:00,LV005,99,99,0.99,0.00,0.01,0.97,0.00,0.03
2017-12-27 00:00:00,LV005,82,82,1.00,0.00,0.00,0.98,0.00,0.02
2017-12-28 00:00:00,LV005,18,18,1.00,0.00,0.00,0.98,0.00,0.01
2017-12-29 00:00:00,LV005,56,55,0.96,0.02,0.02,0.97,0.02,0.02
2017-12-30 00:00:00,LV005,16,16,1.00,0.00,0.00,1.00,0.00,0.00
2017-12-31 00:00:00,LV005,14,14,0.93,0.00,0.07,0.93,0.04,0.04
2018-01-01 00:00:00,LV005,18,18,0.89,0.00,0.11,0.94,0.00,0.06
2018-01-02 00:00:00,LV005,18,16,0.87,0.06,0.06,0.90,0.05,0.05
2018-01-03 00:00:00,LV005,32,28,0.96,0.00,0.04,0.95,0.00,0.05
2018-01-04 00:00:00,LV005,97,81,0.98,0.00,0.02,0.94,0.02,0.04
2018-01-05 00:00:00,LV005,88,86,1.00,0.00,0.00,0.95,0.02,0.03
2018-01-06 00:00:00,LV005,94,82,0.98,0.01,0.01,0.95,0.01,0.03
2018-01-07 00:00:00,LV005,20,19,1.00,0.00,0.00,0.99,0.00,0.01
2018-01-08 00:00:00,LV005,139,128,0.95,0.03,0.02,0.93,0.03,0.04
2018-01-09 00:00:00,LV005,82,73,0.88,0.01,0.11,0.93,0.03,0.04
2018-01-10 00:00:00,LV005,91,90,0.97,0.03,0.00,0.93,0.05,0.02
2018-01-11 00:00:00,LV005,44,43,0.93,0.05,0.02,0.95,0.04,0.02
2018-01-12 00:00:00,LV005,40,40,0.97,0.02,0.00,0.96,0.03,0.01
2018-01-13 00:00:00,LV005,55,54,0.98,0.02,0.00,0.97,0.02,0.01
2018-01-14 00:00:00,LV005,26,25,0.96,0.04,0.00,0.92,0.06,0.02
2018-01-15 00:00:00,LV005,29,29,1.00,0.00,0.00,0.97,0.00,0.02
2018-01-16 00:00:00,LV005,26,26,1.00,0.00,0.00,0.98,0.00,0.02
2018-01-17 00:00:00,LV005,50,50,1.00,0.00,0.00,0.98,0.00,0.02
2018-01-18 00:00:00,LV005,97,89,0.98,0.02,0.00,0.96,0.02,0.02
2018-01-19 00:00:00,LV005,53,53,0.96,0.04,0.00,0.93,0.05,0.02
2018-01-20 00:00:00,LV005,118,106,0.85,0.10,0.05,0.87,0.11,0.02
2018-01-21 00:00:00,LV005,15,11,1.00,0.00,0.00,0.96,0.00,0.04
2018-01-22 00:00:00,LV005,108,97,0.94,0.05,0.01,0.92,0.06,0.03
2018-01-23 00:00:00,LV005,51,51,0.90,0.02,0.08,0.95,0.02,0.03
2018-01-24 00:00:00,LV005,124,111,0.97,0.03,0.00,0.93,0.05,0.02
2018-01-25 00:00:00,LV005,40,40,0.95,0.02,0.02,0.96,0.03,0.02
2018-01-26 00:00:00,LV005,108,88,0.94,0.01,0.05,0.93,0.02,0.04
2018-01-27 00:00:00,LV005,36,35,0.94,0.06,0.00,0.92,0.07,0.01
2018-01-28 00:00:00,LV005,56,50,0.92,0.06,0.02,0.91,0.05,0.03
2018-01-29 00:00:00,LV005,44,44,1.00,0.00,0.00,0.97,0.01,0.02
2018-01-30 00:00:00,LV005,44,44,0.98,0.02,0.00,0.96,0.02,0.02
2018-01-31 00:00:00,LV005,58,58,1.00,0.00,0.00,0.98,0.00,0.02
2018-02-01 00:00:00,LV005,51,49,1.00,0.00,0.00,0.94,0.01,0.05
2018-02-02 00:00:00,LV005,51,49,1.00,0.00,0.00,0.97,0.00,0.03
2018-02-03 00:00:00,LV005,64,62,0.92,0.02,0.06,0.92,0.02,0.07
2018-02-04 00:00:00,LV005,67,65,0.94,0.06,0.00,0.91,0.06,0.03
2018-02-05 00:00:00,LV005,42,40,0.40,0.00,0.60,0.69,0.00,0.31
2018-02-06 00:00:00,LV005,55,53,0.83,0.00,0.17,0.90,0.00,0.10
2018-02-07 00:00:00,LV005,21,21,0.90,0.05,0.05,0.91,0.04,0.05
2018-02-08 00:00:00,LV005,60,59,0.98,0.02,0.00,0.96,0.02,0.03
2018-02-09 00:00:00,LV005,50,50,0.88,0.00,0.12,0.95,0.00,0.05
2018-02-10 00:00:00,LV005,43,42,0.86,0.10,0.05,0.89,0.09,0.02
2018-02-11 00:00:00,LV005,33,33,1.00,0.00,0.00,0.96,0.02,0.03
2018-02-12 00:00:00,LV005,57,56,1.00,0.00,0.00,0.97,0.00,0.03
2018-02-13 00:00:00,LV005,36,36,1.00,0.00,0.00,0.98,0.00,0.02
2018-02-14 00:00:00,LV005,68,66,0.91,0.09,0.00,0.88,0.11,0.02
2018-02-15 00:00:00,LV005,137,133,0.98,0.02,0.01,0.94,0.02,0.04
2018-02-16 00:00:00,LV005,137,133,0.98,0.01,0.01,0.97,0.01,0.02
2018-02-17 00:00:00,LV005,123,120,0.98,0.02,0.00,0.94,0.03,0.03
2018-02-18 00:00:00,LV005,39,38,1.00,0.00,0.00,0.99,0.00,0.01
2018-02-19 00:00:00,LV005,32,32,0.91,0.06,0.03,0.96,0.03,0.01
2018-02-20 00:00:00,LV005,46,46,0.96,0.04,0.00,0.95,0.04,0.00
2018-02-21 00:00:00,LV005,58,58,0.98,0.02,0.00,0.97,0.02,0.01
2018-02-22 00:00:00,LV005,26,26,0.92,0.00,0.08,0.93,0.00,0.07
2018-02-23 00:00:00,LV005,62,62,1.00,0.00,0.00,0.99,0.00,0.01
2018-02-24 00:00:00,LV005,53,53,0.96,0.04,0.00,0.95,0.04,0.01
2018-02-25 00:00:00,LV005,79,78,0.97,0.01,0.01,0.98,0.01,0.01
2018-02-26 00:00:00,LV005,27,25,0.88,0.12,0.00,0.87,0.11,0.01
2018-02-27 00:00:00,LV005,111,103,0.95,0.04,0.01,0.90,0.03,0.06
2018-02-28 00:00:00,LV005,52,49,0.92,0.08,0.00,0.88,0.10,0.03
2018-03-01 00:00:00,LV005,106,101,0.94,0.06,0.00,0.93,0.05,0.02
2018-03-02 00:00:00,LV005,48,44,0.95,0.02,0.02,0.94,0.03,0.03
2018-03-03 00:00:00,LV005,14,14,0.93,0.00,0.07,0.92,0.00,0.08
2018-03-04 00:00:00,LV005,40,39,0.97,0.00,0.03,0.97,0.00,0.03
2018-03-05 00:00:00,LV005,30,30,0.97,0.00,0.03,0.94,0.00,0.05
2018-03-06 00:00:00,LV005,98,95,1.00,0.00,0.00,0.98,0.00,0.02
2018-03-07 00:00:00,LV005,33,33,0.97,0.00,0.03,0.99,0.00,0.01
2018-03-08 00:00:00,LV005,17,17,1.00,0.00,0.00,0.99,0.00,0.01
2018-03-09 00:00:00,LV005,8,8,0.87,0.00,0.12,0.89,0.00,0.11
2018-03-10 00:00:00,LV005,22,22,1.00,0.00,0.00,1.00,0.00,0.00
2018-03-11 00:00:00,LV005,14,13,0.92,0.00,0.08,0.86,0.02,0.12
2018-03-12 00:00:00,LV005,79,78,0.97,0.00,0.03,0.98,0.00,0.02
2018-03-13 00:00:00,LV005,53,51,1.00,0.00,0.00,0.97,0.01,0.02
2018-03-14 00:00:00,LV005,24,24,1.00,0.00,0.00,1.00,0.00,0.00
2018-03-15 00:00:00,LV005,41,39,0.95,0.00,0.05,0.95,0.01,0.04
2018-03-16 00:00:00,LV005,98,98,1.00,0.00,0.00,0.98,0.00,0.02
2018-03-17 00:00:00,LV005,63,60,0.98,0.00,0.02,0.98,0.00,0.02
2018-03-18 00:00:00,LV005,53,52,0.98,0.00,0.02,0.98,0.00,0.02
2018-03-19 00:00:00,LV005,54,54,1.00,0.00,0.00,0.98,0.00,0.02
2018-03-20 00:00:00,LV005,33,32,1.00,0.00,0.00,0.98,0.01,0.02
2018-03-21 00:00:00,LV005,45,44,1.00,0.00,0.00,0.99,0.00,0.01
2018-03-22 00:00:00,LV005,35,35,0.97,0.03,0.00,0.93,0.04,0.04
2018-03-23 00:00:00,LV005,56,52,0.94,0.04,0.02,0.94,0.04,0.03
2018-03-24 00:00:00,LV005,14,13,1.00,0.00,0.00,0.96,0.00,0.04
2018-03-25 00:00:00,LV005,11,11,0.91,0.09,0.00,0.98,0.00,0.02
2018-03-26 00:00:00,LV005,46,45,1.00,0.00,0.00,0.98,0.00,0.02
2018-03-27 00:00:00,LV005,44,44,0.93,0.02,0.05,0.94,0.02,0.04
2018-03-28 00:00:00,LV005,77,77,0.92,0.03,0.05,0.94,0.01,0.04
2018-03-29 00:00:00,LV005,65,63,0.97,0.03,0.00,0.95,0.03,0.02
2018-03-30 00:00:00,LV005,28,28,1.00,0.00,0.00,0.99,0.00,0.01
2018-03-31 00:00:00,LV005,32,32,0.97,0.00,0.03,0.98,0.00,0.02
2018-04-01 00:00:00,LV005,23,16,1.00,0.00,0.00,0.99,0.00,0.01
2018-04-02 00:00:00,LV005,82,68,0.99,0.00,0.01,0.98,0.00,0.02
2018-04-03 00:00:00,LV005,112,104,1.00,0.00,0.00,0.96,0.01,0.03
2018-04-04 00:00:00,LV005,60,59,0.93,0.00,0.07,0.98,0.00,0.02
2018-04-05 00:00:00,LV005,138,113,0.98,0.01,0.01,0.95,0.02,0.03
2018-04-06 00:00:00,LV005,149,138,0.99,0.00,0.01,0.95,0.02,0.03
2018-04-07 00:00:00,LV005,117,112,0.83,0.04,0.13,0.91,0.04,0.06
2018-04-08 00:00:00,LV005,73,64,0.92,0.03,0.05,0.94,0.03,0.03
2018-04-09 00:00:00,LV005,93,79,0.94,0.00,0.06,0.95,0.00,0.05
2018-04-10 00:00:00,LV005,96,95,0.99,0.01,0.00,0.97,0.01,0.02
2018-04-11 00:00:00,LV005,75,75,1.00,0.00,0.00,0.98,0.00,0.02
2018-04-12 00:00:00,LV005,79,75,0.93,0.07,0.00,0.92,0.06,0.01
2018-04-13 00:00:00,LV005,51,49,0.98,0.02,0.00,0.96,0.02,0.01
2018-04-14 00:00:00,LV005,22,22,1.00,0.00,0.00,0.97,0.00,0.03
2018-04-15 00:00:00,LV005,16,16,0.94,0.00,0.06,0.93,0.00,0.06
2018-04-16 00:00:00,LV005,32,31,1.00,0.00,0.00,0.96,0.00,0.04
2018-04-17 00:00:00,LV005,41,40,0.97,0.00,0.02,0.96,0.00,0.04
2018-04-18 00:00:00,LV005,52,52,0.90,0.04,0.06,0.92,0.04,0.04
2018-04-19 00:00:00,LV005,34,32,0.97,0.00,0.03,0.95,0.02,0.03
2018-04-20 00:00:00,LV005,76,76,0.96,0.04,0.00,0.93,0.04,0.02
2018-04-21 00:00:00,LV005,58,58,0.95,0.05,0.00,0.91,0.05,0.03
2018-04-22 00:00:00,LV005,40,40,0.92,0.00,0.07,0.97,0.00,0.03
2018-04-23 00:00:00,LV005,51,50,0.98,0.00,0.02,0.98,0.00,0.01
2018-04-24 00:00:00,LV005,49,48,1.00,0.00,0.00,0.97,0.00,0.03
2018-04-25 00:00:00,LV005,43,43,1.00,0.00,0.00,0.99,0.00,0.01
2018-04-26 00:00:00,LV005,80,80,0.94,0.00,0.06,0.98,0.00,0.02
2018-04-27 00:00:00,LV005,79,79,0.97,0.03,0.00,0.95,0.03,0.02
2018-04-28 00:00:00,LV005,46,45,0.91,0.00,0.09,0.95,0.00,0.04
2018-04-29 00:00:00,LV005,45,41,1.00,0.00,0.00,0.97,0.00,0.03
2018-04-30 00:00:00,LV005,77,77,0.95,0.00,0.05,0.96,0.00,0.04
2018-05-01 00:00:00,LV005,97,97,0.97,0.01,0.02,0.92,0.01,0.07
2018-05-02 00:00:00,LV005,101,96,0.99,0.00,0.01,0.96,0.00,0.03
2018-05-03 00:00:00,LV005,102,100,0.93,0.02,0.05,0.95,0.02,0.02
2018-05-04 00:00:00,LV005,104,103,0.95,0.04,0.01,0.94,0.04,0.02
2018-05-05 00:00:00,LV005,179,171,0.95,0.01,0.04,0.94,0.02,0.04
2018-05-06 00:00:00,LV005,172,170,0.92,0.01,0.07,0.93,0.02,0.05
2017-04-15 00:00:00,LV006,6,6,1.00,0.00,0.00,0.78,0.00,0.22
2017-04-17 00:00:00,LV006,5,5,0.20,0.00,0.80,0.77,0.14,0.09
2017-04-18 00:00:00,LV006,2,2,1.00,0.00,0.00,0.97,0.00,0.03
2017-04-20 00:00:00,LV006,1,1,1.00,0.00,0.00,1.00,0.00,0.00
2017-04-21 00:00:00,LV006,1,1,1.00,0.00,0.00,0.89,0.00,0.11
2017-04-26 00:00:00,LV006,2,2,1.00,0.00,0.00,0.94,0.00,0.06
2017-04-30 00:00:00,LV006,1,1,0.00,0.00,1.00,0.09,0.00,0.91
2017-05-04 00:00:00,LV006,1,1,1.00,0.00,0.00,0.95,0.00,0.05
2017-05-08 00:00:00,LV006,1,1,1.00,0.00,0.00,0.87,0.00,0.13
2017-05-09 00:00:00,LV006,2,2,1.00,0.00,0.00,1.00,0.00,0.00
2017-05-10 00:00:00,LV006,2,2,1.00,0.00,0.00,0.55,0.00,0.45
2017-05-12 00:00:00,LV006,1,1,1.00,0.00,0.00,1.00,0.00,0.00
2017-05-21 00:00:00,LV006,1,1,1.00,0.00,0.00,1.00,0.00,0.00
2017-05-29 00:00:00,LV006,1,1,1.00,0.00,0.00,0.99,0.00,0.01
2017-06-05 00:00:00,LV006,1,1,1.00,0.00,0.00,0.98,0.00,0.02
2017-06-07 00:00:00,LV006,1,1,1.00,0.00,0.00,0.96,0.00,0.04
2017-06-09 00:00:00,LV006,1,1,0.00,0.00,1.00,0.01,0.00,0.99
2017-06-12 00:00:00,LV006,1,1,1.00,0.00,0.00,1.00,0.00,0.00
2017-06-14 00:00:00,LV006,1,1,1.00,0.00,0.00,0.95,0.00,0.05
2017-06-15 00:00:00,LV006,1,1,1.00,0.00,0.00,1.00,0.00,0.00
2017-06-18 00:00:00,LV006,1,1,1.00,0.00,0.00,0.99,0.00,0.00
2017-06-30 00:00:00,LV006,1,1,1.00,0.00,0.00,0.95,0.00,0.05
2017-07-04 00:00:00,LV006,1,1,1.00,0.00,0.00,1.00,0.00,0.00
2017-07-14 00:00:00,LV006,1,1,1.00,0.00,0.00,0.98,0.00,0.02
2017-07-17 00:00:00,LV006,2,2,1.00,0.00,0.00,0.93,0.04,0.02
2017-07-18 00:00:00,LV006,1,1,0.00,1.00,0.00,0.01,0.87,0.12
2017-07-23 00:00:00,LV006,1,1,1.00,0.00,0.00,0.99,0.00,0.01
2017-08-02 00:00:00,LV006,1,1,1.00,0.00,0.00,0.99,0.00,0.01
2017-08-03 00:00:00,LV006,1,1,1.00,0.00,0.00,1.00,0.00,0.00
2017-08-04 00:00:00,LV006,1,1,1.00,0.00,0.00,1.00,0.00,0.00
2017-08-10 00:00:00,LV006,3,3,0.67,0.33,0.00,0.67,0.33,0.01
2017-08-12 00:00:00,LV006,1,1,0.00,1.00,0.00,0.00,0.98,0.02
2017-08-18 00:00:00,LV006,1,1,1.00,0.00,0.00,1.00,0.00,0.00
2017-08-23 00:00:00,LV006,1,1,1.00,0.00,0.00,0.99,0.00,0.00
2017-08-28 00:00:00,LV006,1,1,1.00,0.00,0.00,0.99,0.00,0.01
2017-08-30 00:00:00,LV006,1,0,0.00,0.00,0.00,0.89,0.00,0.11
2017-09-04 00:00:00,LV006,1,1,1.00,0.00,0.00,1.00,0.00,0.00
2017-09-05 00:00:00,LV006,1,1,1.00,0.00,0.00,1.00,0.00,0.00
2017-09-15 00:00:00,LV006,11,11,1.00,0.00,0.00,0.96,0.00,0.04
2017-09-16 00:00:00,LV006,1,1,1.00,0.00,0.00,0.75,0.02,0.23
2017-09-20 00:00:00,LV006,1,1,1.00,0.00,0.00,0.93,0.00,0.07
2017-09-21 00:00:00,LV006,1,1,0.00,1.00,0.00,0.03,0.97,0.00
2017-09-23 00:00:00,LV006,2,2,1.00,0.00,0.00,0.96,0.00,0.04
2017-09-25 00:00:00,LV006,1,1,1.00,0.00,0.00,0.98,0.00,0.02
2017-09-26 00:00:00,LV006,4,4,0.50,0.00,0.50,0.49,0.00,0.50
2017-09-28 00:00:00,LV006,1,1,1.00,0.00,0.00,0.99,0.00,0.01
2017-09-29 00:00:00,LV006,1,1,1.00,0.00,0.00,1.00,0.00,0.00
2017-10-02 00:00:00,LV006,1,1,0.00,0.00,1.00,0.00,0.00,1.00
2017-10-03 00:00:00,LV006,1,1,1.00,0.00,0.00,1.00,0.00,0.00
2017-10-04 00:00:00,LV006,1,1,1.00,0.00,0.00,1.00,0.00,0.00
2017-10-05 00:00:00,LV006,1,1,1.00,0.00,0.00,1.00,0.00,0.00
2017-10-06 00:00:00,LV006,2,2,0.50,0.50,0.00,0.50,0.50,0.00
2017-10-07 00:00:00,LV006,1,1,1.00,0.00,0.00,1.00,0.00,0.00
2017-10-08 00:00:00,LV006,1,1,1.00,0.00,0.00,1.00,0.00,0.00
2017-10-09 00:00:00,LV006,1,1,1.00,0.00,0.00,0.97,0.00,0.03
2017-10-10 00:00:00,LV006,3,3,1.00,0.00,0.00,1.00,0.00,0.00
2017-10-11 00:00:00,LV006,4,4,1.00,0.00,0.00,1.00,0.00,0.00
2017-10-12 00:00:00,LV006,2,2,0.50,0.00,0.50,0.40,0.01,0.59
2017-10-15 00:00:00,LV006,1,1,0.00,0.00,1.00,0.00,0.00,1.00
2017-10-16 00:00:00,LV006,1,1,1.00,0.00,0.00,0.91,0.00,0.09
2017-10-17 00:00:00,LV006,2,2,0.50,0.00,0.50,0.50,0.00,0.50
2017-10-18 00:00:00,LV006,5,5,0.80,0.00,0.20,0.72,0.00,0.28
2017-10-19 00:00:00,LV006,5,5,0.80,0.20,0.00,0.92,0.03,0.06
2017-10-20 00:00:00,LV006,1,0,0.00,0.00,0.00,0.00,0.00,1.00
